id	countryId	name	type	city	webSite	rateMM	logoId	streamUrl	metadataId	bitRate	streamCodec	streamRespTime
410712	5	RadioFeigling.fm	2		http://www.RadioFeigling.de	80	0	http://62.75.146.118:8000/;stream.mp3	84336	128	1	531
410716	34	Radio animesPLUS - O Melhor da musica no Melhor da Internet	2		http://animesplus.com.br	95	0	http://76.73.80.34:9997/;stream.mp3	84337	128	1	513
410719	64	RadioDST	2		http://RadioDST	75	0	http://89.45.194.20:8000/;stream.mp3	84338	128	1	508
410726	184	Ekoradio online	2		http://www.ekoradio.ru	75	0	http://109.198.108.42:8000/;stream.mp3	84344	128	1	518
410728	64	Hit Station.fm One | Dance Pop Top40 | www.hitstation.fm	2		http://www.hitstation.fm	95	0	http://80.237.157.97:8400/;stream.mp3	84346	128	1	529
410729	64	ASSK Radio Online	2		http://www.asskradio.com	75	0	http://64.150.176.9:8283/;stream.mp3	84347	128	1	539
410731	64	AddictedToRadio.com - Merengue	2		http://AddictedToRadio.com	75	0	http://208.77.21.13:17010/;stream.mp3	84348	128	1	566
410733	64	BeatdanceFM - Charts, Trance, Dance, Minimal, Techno	2		http://www.beatdance.fm	85	0	http://87.118.78.71:13000/;stream.mp3	84349	128	1	787
410734	170	EclecticRadio | House & Dance Radio	2		http://www.eclecticradio.nl	85	0	http://91.198.106.125:8012/;stream.mp3	84350	128	1	558
410737	5	PULS FM - Pure Dance Radio!	2		http://www.pulsfm.de	95	0	http://87.230.82.41/;stream.mp3	84352	128	1	461
410742	64	Disco-Fox-Radio	2		http://www.disco-fox-radio.com	75	0	http://217.79.178.222:8000/;stream.mp3	84354	128	1	554
410743	64	MEGAFREE MUSIC WEB RADIO	2		http://www.megafreemusic.net	95	0	http://216.59.16.68:8048/;stream.mp3	84355	128	1	529
410749	64	WHMSonic AutoDJ	2		http://customer.com/radiostatus	75	0	http://184.107.133.34:9784/;stream.mp3	84356	128	1	503
410793	64	Radio Iubire Fm Romania	2		http://www.radioiubire.net	90	0	http://89.45.194.55:7070/;stream.mp3	84364	128	1	503
410808	64	.: Ema Osijek :. Cajkoteka :.	2		http://www.radioways.com	75	0	http://91.121.203.197:9418/;stream.mp3	84369	128	1	599
410816	134	(((KaryaFM[>Dunia Karya Penghibur Anda)))	2		http://www.karyaFM.my	95	0	http://69.197.60.124:8000/;stream.mp3	84373	128	1	576
410849	64	askyelifm.com  -  Auto-DJ    ( Play List )	2		http://www.askyelifm.com	95	0	http://80.243.191.237:8444/;stream.mp3	84383	128	1	607
410895	64	Radio Cimbuak	2		http://s5.voscast.com:7094	80	0	http://96.44.147.234:7094/;stream.mp3	84394	128	1	477
410903	64	CM23 RADIO	2		http://www.radioways.com/fr/radio/cm23-radio.html	75	0	http://96.44.147.234:7304/;stream.mp3	84399	64	1	481
410905	64	Skype: BaHKoTo - http://vanko.g00net.org - Retro Radio	2		http://vanko.g00net.org	75	0	http://77.71.126.100:3000/;stream.mp3	84401	128	1	465
410916	64	the groove - disco, funk & soul [128k]	2		http://thegroove-radio.biz	75	0	http://50.7.243.50:8034/;stream.mp3	84407	128	1	462
410918	172	STOP ACTA	2		http://radiodiscopolo.dbv.pl	75	0	http://188.165.220.98:7150/;stream.mp3	84408	128	1	467
410923	64	Oi Anamniseis Mas Web Radio	2		http://www.oianamniseismas.com	80	0	http://176.9.39.43:7000/;stream.mp3	84409	128	1	478
410949	170	(((((   discoFM .nl   )))))    24/7 BEST IN 70S DISCO & 80S DANCE (LIVE!)	2		http://www.discofm.nl	75	0	http://91.213.69.222:40039/;stream.mp3	84419	128	1	507
410957	64	FunnyJukeBox.com ** Wir haben den Sound **	2		http://www.FunnyJukeBox.com	75	0	http://87.118.119.128:12810/;stream.mp3	84422	128	1	533
410968	64	Entranced.FM - A Chilled Mix of Ambient, Trance & World with Chat & Automated Requests	2		http://entranced.fm	80	0	http://173.192.32.197/;stream.mp3	84428	128	1	552
410989	64	DruM and BasS CorBinA RaDiO StatioN	2		http://homenet.corbina.net/index.php?showforum=181	75	0	http://213.234.203.38:8015/;stream.mp3	84434	128	1	524
411006	64	Drumnbassradio.com :: 24/7 Upfront Drum and Bass ::	2		http://www.drumnbassradio.com	75	0	http://173.193.219.163:8545/;stream.mp3	84439	128	1	461
411008	64	Bassjunkees.com - Drum & Bass, Oldskool, Jungle & Dubstep 24/7 - Once Locked Addicted for Life!	2		http://bassjunkees.com	80	0	http://88.190.241.226:8442/;stream.mp3	84440	128	1	447
411009	5	ToXoRs minimalRADIO	2		http://criminimal.de	75	0	http://85.214.22.176:8000/;stream.mp3	84441	128	1	499
411012	64	1.FM - Club!	2		http://www.1.fm	95	3177	http://209.73.150.68:8060/;stream.mp3	84443	128	1	477
411028	67	Decibel Station - 24/24 House Dance Electro Techno Minimal Progressive music and MORE - Webradio From France	2		http://www.decibel-station.fr	75	0	http://87.98.178.31:9000/;stream.mp3	84449	128	1	472
411057	183	HOUSE FREAKS Channel 2 Funky House, Electro, Oldskool House, Progressive House. Breakbeat, Trance	2		http://www.housefreaks.co.UK	75	0	http://31.3.250.130:8060/;stream.mp3	84460	128	1	538
411078	64	MaxFm	2		http://www.radio-maxfm.com	75	0	http://188.165.99.157:6390/;stream.mp3	84470	128	1	482
411099	64	Real Punk Radio - DJ 5000	2		http://www.realpunkradio.com	75	0	http://174.122.26.45/;stream.mp3	84482	128	1	468
411104	64	.: Pure-Metal :.	2		http://pm-srv.de:29000	75	0	http://46.163.115.120:29000/;stream.mp3	84484	128	1	435
411105	64	Munich's Hardest Hits - Melodic Rock is back...	2		http://www.munichshardesthits.com	95	0	http://87.118.116.61:8010/;stream.mp3	84485	128	1	443
411113	64	RADIO METAL ON: The Heavy - (Heavy, Power, Melodic Metal & Hard Rock)	2		http://www.radioways.com/fr/radio/radio-metal-on-the-heavy-heavy-power-melodic-metal.html	80	0	http://94.23.244.89:8002/;stream.mp3	84491	128	1	423
411121	64	ANC Rock	2		http://xat.com/ANCHits	75	0	http://173.236.41.19:8200/;stream.mp3	84495	128	1	435
411122	64	Radio Shock Box	2		http://www.radioshockbox.com	75	0	http://184.107.58.100:9146/;stream.mp3	84496	128	1	443
411127	158	NERadio Hardstyle - www.HardStyle.nu	2		http://www.hardstyle.nu	95	3314	http://83.149.126.13:443/;stream.mp3	84499	128	1	439
411128	64	Metallica Channel 24x7	2		http://piratestation.net	75	0	http://74.63.91.164:8666/;stream.mp3	84500	128	1	456
411140	64	Hit Station.fm deluxe | Dance Electronic | www.hitstation.fm	2		http://www.hitstation.fm	90	0	http://80.237.157.97:7000/;stream.mp3	84508	128	1	540
411145	64	Luis Marcel Live	2		http://www.dogglounge.com	95	0	http://66.165.171.58:8000/;stream.mp3	84510	128	1	525
411154	64	AUDIOGROOVES.NET :: Deep House Soulful House	2		http://www.audiogrooves.net	95	0	http://174.127.82.234:9004/;stream.mp3	84515	128	1	467
411155	64	Absolute Trance (1.FM TM)	2		http://www.1.fm	95	3177	http://209.73.150.38:8040/;stream.mp3	84516	128	1	455
411165	64	Kane Fm	2		http://www.kanefm.com	75	0	http://91.121.122.94:8081/;stream.mp3	84523	128	1	222
411169	183	Deepvibes Radio	2		http://deepvibes.co.uk	95	0	http://31.3.231.210:9106/;stream.mp3	84525	128	1	560
411171	64	ayeko.com	2		http://www.ayeko.com	75	0	http://94.23.1.51:8000/http://ns364977.ovh.net:8000/ayeko.mp3	72155	128	1	572
411172	64	Morcegao FM	2		http://www.deepmix.eu	95	0	http://69.64.43.12/;stream.mp3	84527	128	1	561
411184	64	(GTM) HousE CorBinA RaDiO StatioN	2		http://homenet.corbina.net/index.php?showforum=183	75	0	http://213.234.203.38:8025/;stream.mp3	84531	128	1	517
411188	175	HOUSEBOX.PT RADIO	2		http://www.housebox.pt	80	0	http://109.71.41.250:8004/;stream.mp3	84533	128	1	517
411197	64	DEEP HOUSE LOUNGE	2		http://www.deephouselounge.com	85	0	http://68.68.28.166:8038/;stream.mp3	84539	128	1	526
411209	183	HOUSE FREAKS Channel 1 DEEP UNDERGROUND HOUSE MUSIC - SOULFUL HOUSE, JACKIN HOUSE, DEEP HOUSE TRIBAL HOUSE HOUSE FREAKS	2		http://www.housefreaks.co.uk	80	0	http://31.3.250.130:8700/;stream.mp3	84543	128	1	457
411210	64	Radio Club404	2		http://clubradio404.org	75	0	http://46.21.151.98:8104/;stream.mp3	84544	128	1	451
411212	159	Radio Volum - The Best in Trance, House, Dance and Progressive!	2		http://www.radiovolum.no	75	0	http://50.7.248.38:10102/;stream.mp3	84545	128	1	214
411223	64	WoH Radio	2		http://www.wohradio.com	80	0	http://217.160.253.23:27015/;stream.mp3	84553	128	1	307
411237	183	1Mix Radio - DJ Sets and Live Shows from around the world - its all about House music..	2		http://www.1mix.co.uk	75	0	http://94.23.209.225:8012/;stream.mp3	84559	128	1	558
411254	64	Amsterdam Trance Radio (1.FM)	2		http://www.1.fm	80	3177	http://209.73.150.38:7700/;stream.mp3	84569	128	1	552
411260	64	Trancesonic.FM - Trance Radio, Uplifting & Progressive Trance 24/7	2		http://www.trancesonic.fm	80	0	http://78.159.102.32:8600/;stream.mp3	84573	128	1	522
411261	64	detour TALK - bringing the best in indie and progressive talk	2		http://talk.thedetour.us	75	0	http://46.21.151.98:8080/;stream.mp3	84574	128	1	534
411272	64	minimalstation.fm	2		http://www.minimalstation.fm	80	0	http://159.253.145.177:8660/;stream.mp3	84579	128	1	631
411278	64	Classic Trance - D I G I T A L L Y - I M P O R T E D - relive the classic trance hits!!	2		http://www.di.fm/classictrance	95	0	http://72.26.204.28:6364/;stream.mp3	84584	128	1	613
411305	64	PulsRadio Version Hard - Hardstyle, Hardtrance, Tekstyle - www.pulsradio.com - Live From France	2		http://schranzradio.com	75	0	http://88.191.228.248:4000/;stream.mp3	84596	128	1	571
411321	64	WapRadio [JDR]	2		http://www.wapradio.eu	75	0	http://93.104.213.28:8000/wapradio	84590	128	1	561
411367	64	minimalstation.fm	2		http://www.minimalstation.fm	85	0	http://50.22.223.16:8536/;stream.mp3	84617	128	1	475
411382	64	iDanceTechno.fm 128k MP3	1		http://www.idancetechno.fm	75	0	http://76.72.167.27:21395/;stream.mp3	84625	128	1	458
411408	5	BHJMS-Radio 1 - Hamburg	2		http://www.bhjms-radio.de	95	0	http://85.214.64.202:8050/;stream.mp3	84634	128	1	476
411409	64	Party107 - Your Place to Party 24/7	2		http://www.party107.com	80	0	http://65.18.192.137/;stream.mp3	84635	128	1	478
411450	170	DJ Henk @ 2 High 24/7 Live Sets From DJ Tiesto Request and Playlist @ www.djtiestostream.nl	2		http://www.djtiestostream.nl	75	0	http://141.105.4.234:8020/;stream.mp3	84649	128	1	190
411465	184	Trip Hop Radio	2		http://triphopradio.ru	75	0	http://88.198.85.66:8000/;stream.mp3	84656	192	1	546
411469	64	100Hitz - 90's Alternative Hitz	2		http://www.100hitz.com	80	4000	http://64.62.164.196:3022/;stream.mp3	84658	128	1	559
411479	67	M2 JAZZ : ONLY JAZZ - Live From Paris France - www.m2radio.fr	2		http://www.m2radio.fr	75	0	http://88.190.31.35:8080/;stream.mp3	84662	128	1	539
411480	64	1.FM - Channel X	2		http://www.1.fm	95	3177	http://209.73.150.39:8070/;stream.mp3	84663	128	1	523
411489	64	radioblackout.websom.net	2		http://www.radioblackout.websom.net	75	0	http://70.36.96.91:14206/;stream.mp3	84667	128	1	525
411491	64	AddictedToRadio.com - Q97 Alternative Rock AAC	2		http://AddictedToRadio.com	75	0	http://208.77.21.15:16030/;stream.mp3	84668	128	1	564
411498	64	100 XR - The Net's #1 Rock Station!!! Today's Best New Rock & XtReme, Alternative, Classic Rock | HI	2		http://www.100xr.com	80	0	http://67.159.45.87:8328/;stream.mp3	84672	128	1	511
411504	64	Leeds Indie Radio	2		http://leedsindieradio.net	75	0	http://109.239.99.124:8056/;stream.mp3	84675	128	1	559
411524	208	Radio 3FACH	2		http://www.3fach.ch	75	0	http://94.126.18.195:8000/;stream.mp3	84688	128	1	568
411526	64	Ecleptic Music	2		http://andhow.fm	75	0	http://174.122.26.43:8080/;stream.mp3	84689	128	1	556
411538	64	480 Minutes from Bagel Radio [SomaFM]	2		http://somafm.com	75	0	http://173.192.176.180:9090/;stream.mp3	84698	128	1	493
411578	64	Dandelion Radio - Inspired by Peel - Independent - Original - Uncompromising	2		http://www.dandelionradio.com	75	0	http://87.117.250.6:9414/;stream.mp3	84720	128	1	491
411607	64	[radio.wazee] Modern Alternative Rock (www.wazee.org)	2		http://www.wazee.org	75	0	http://69.163.40.193:8000/;stream.mp3	84736	128	1	505
411609	64	Najbolji Radio, za najbolju Dijasporu!  radio-dijaspora.com	2		http://www.radio-dijaspora.com	85	0	http://85.131.163.137:9000/;stream.mp3	84738	128	1	488
411612	64	CALMRADIO - NATIVE	2		http://calmradio.com	90	409339	http://173.192.225.172:10208/;stream.mp3	84740	128	1	531
411616	64	Pink Narodna Muzika (Zabavna, Uzivo, Radio Stanice, Cuprija, Beograd, Srbija, Bosna, Balkan)	2		http://pinkradio.com	75	0	http://188.72.202.26:8050/;stream.mp3	84741	128	1	518
411623	64	Irish Favourites - IRISH PUB RADIO - LIVE FROM IRELAND (IRISH, FOLK, CELTIC, BALLADS, STORIES)	2		http://www.irishpubradio.com	90	0	http://176.31.240.114:8326/;stream.mp3	84744	128	1	488
411627	64	BelleAmieFolk	2		http://www.radioways.com/fr/radio/belleamiefolk.html	75	0	http://92.60.230.200:5040/;stream.mp3	84746	128	1	204
411631	64	vanko.g00net.org ; http://vankoto.tk  - Turbo Folk email: BaHKoTo@gmail.com	2		http://vanko.g00net.org	75	0	http://77.71.126.100:4000/;stream.mp3	84748	128	1	254
411634	64	Dj Opiceni	2		http://www.radio-bosanska-posavina.com	75	0	http://87.106.136.203:8200/;stream.mp3	84750	128	1	320
411638	64	liveireland Live From Dublin, Ireland.	2		http://www.liveireland.com	75	0	http://66.90.73.250:8000/;stream.mp3	84751	128	1	350
411646	64	Ok Radio Server 64 Kbit EU	2		http://www.okradio.net	80	0	http://176.9.72.45:8000/;stream.mp3	84757	128	1	560
411648	5	Studiolam	2		http://www.studiolam1.de	75	0	http://85.25.73.102:29562/;stream.mp3	84759	128	1	562
411649	64	Radio Ritmo Romantic	2		http://www.radioritmo.eu	75	0	http://213.145.124.28:8080/;stream.mp3	84760	128	1	549
411650	64	ARBERWALDRADIO.COM - Sendestudio Geiersthal/Piflitz / Es spielt der Elektrische Moderator	2		http://www.Arberwaldradio.com	75	0	http://85.25.120.59:36058/;stream.mp3	84761	128	1	569
411656	64	FOLK RADIO ALEKSANDRINA	2		http://www.aleksandrina.net	80	0	http://79.124.76.204:8000/;stream.mp3	84767	128	1	522
411659	64	MushroomFM Live with SitAndSpin It's Katie Pleva Email Katie@mushroomfm.com, or tweet @silly_singer	2		http://www.mushroomfm.com	75	0	http://64.85.161.123:8760/;stream.mp3	84770	128	1	521
411664	64	AddictedToRadio.com - Cajun Fest	2		http://AddictedToRadio.com	80	0	http://208.77.21.15:11310/;stream.mp3	84771	128	1	518
411666	64	Radio Liscio e Folk - L'Italia che Balla - Italy	2		http://www.liscioefolk.com	75	0	http://173.255.137.32:7012/;stream.mp3	84773	128	1	524
411673	64	Dj Vucica	2		http://www.radio-dva-jarana.com	75	0	http://46.4.213.101:9000/;stream.mp3	84777	128	1	522
411677	64	Word of Truth Acoustic Praise	2		http://www.wordoftruthradio.com	75	0	http://67.159.44.139/wotr2	83676	128	1	520
411687	64	RADIO LJUBIC PRNJAVOR	2		http://www.radioways.com/fr/radio/radio-ljubic-prnjavor.html	95	0	http://176.9.66.104:8866/;stream.mp3	84784	128	1	485
411696	64	Radio BN +38755228412	2		http://www.radiobn.net	95	0	http://176.9.66.104:8522/;stream.mp3	84788	128	1	475
411697	208	VOLKSMUSIKNET - Swiss Folkmusic / Schweizer Volksmusik	2		http://www.volksmusiknet.ch	95	0	http://50.7.234.130:8188/;stream.mp3	84789	128	1	471
411699	64	Radio M - Narodna i zabavna muzika	2		http://www.mradiobg.com	75	0	http://94.23.21.97:8130/;stream.mp3	84790	128	1	473
411700	172	Radio Katowice	2		http://www.radio.katowice.pl	75	0	http://78.159.102.32:7772/;stream.mp3	84791	128	1	467
411702	64	Radio Ritmo Mix	2		http://www.radioritmo.eu	75	0	http://213.145.124.28:8090/;stream.mp3	84792	128	1	347
411705	64	RADIO SAJKASKA putem interneta i SATELITA ....	2		http://www.radiosajkaska.com	75	0	http://87.98.217.82:4060/;stream.mp3	84795	128	1	372
411706	207	Radio Gbg	2		http://www.radiogbg.se	75	0	http://80.246.54.170:8010/;stream.mp3	84796	128	1	365
411724	64	CALMRADIO - FOLK	2		http://calmradio.com	90	409339	http://173.192.225.172:10300/;stream.mp3	84806	128	1	429
411725	64	Radio TOTAL	2		http://www.radiototal.info	75	0	http://188.126.1.25:9000/;stream.mp3	84807	128	1	433
411767	64	CALMRADIO - ARABIC	2		http://calmradio.com	90	409339	http://173.192.225.172:11900/;stream.mp3	84827	128	1	492
411773	64	RD ULKU	2		http://www.radyoulku.com	75	0	http://91.121.114.31:7878/;stream.mp3	84831	128	1	557
411787	64	Senegal, Dakar, music, mbalakh, cabo, zouk, rap, rnb, politique, culture, religion	2		http://seneweb.seneweb.com/radio	95	0	http://67.208.88.108:8000/;stream.mp3	84839	128	1	531
411789	64	JNS RADIO - Number One Hits The radio Online	2		http://www.jnsradio.net	75	0	http://199.167.134.163:7070/;stream.mp3	84841	128	1	539
411794	64	vipakradio.com	2		http://www.vipakradio.com	80	0	http://122.155.10.129:8391/;stream.mp3	84845	128	1	
411808	64	Pingvin Radio - Beograd, Srbija, Belgrade, Serbia	2		http://www.radiopingvin.com	95	0	http://85.25.100.218:10400/;stream.mp3	84852	128	1	583
411811	64	Sakapfet.com :: W509 :: Haiti	2		http://radio.sakapfetstore.com	75	0	http://208.80.53.108:30950/;stream.mp3	84853	128	1	513
411824	64	radiosrinagar.com	2		http://www.radioways.com	80	0	http://199.16.186.34:8112/;stream.mp3	84862	128	1	372
411825	64	Sierra Leone Music Television Radio	2		http://www.slmtvradio.com	80	0	http://208.43.81.168:8743/;stream.mp3	84863	128	1	445
411868	64	CALMRADIO - SOUTH AMERICA	2		http://calmradio.com	90	409339	http://173.192.225.172:11200/;stream.mp3	84886	128	1	531
411880	64	HawaiianRainbow.com - Hawaiian music - Streaming da kine in stereo since 1999!!	2		http://www.HawaiianRainbow.com	95	0	http://50.23.115.122:8325/;stream.mp3	84896	128	1	510
411883	64	Spacestreamer -  Light FM 94.9 MHz - Kumasi.	1		http://www.mylightonline.com	75	0	http://174.121.113.8:8022/;stream.mp3	84899	128	1	521
411889	64	CALMRADIO - FLAMENCO	2		http://calmradio.com	90	409339	http://173.192.225.172:11308/;stream.mp3	84904	128	1	507
411902	182	RVE Bucuresti Radiodecuvant	2		http://www.RVE.ro	80	0	http://159.253.145.177:7140/;stream.mp3	84914	128	1	329
411907	64	JosueUnoNueve.com - Escucha todo lo nuevo en la musica cristiana	2		http://www.josueunonueve.com	75	0	http://66.128.53.6:8060/;stream.mp3	84917	128	1	448
411913	67	Radio Evangile Martinique	2		http://radiorem.fr	75	0	http://94.23.10.102:8000/;stream.mp3	84922	128	1	197
411924	64	KHCB Radio Network 56K: KHCB Christian Radio	2		http://www.khcb.org	75	0	http://208.80.53.106:10144/;stream.mp3	84929	128	1	566
411936	182	Radio Vocea Evangheliei - Suceava	2		http://www.rvesv.ro	95	0	http://159.253.145.177:7280/;stream.mp3	84935	128	1	528
411943	64	sevendayradio.com	2		http://www.sevendayradio.com	75	0	http://184.171.242.78:7014/;stream.mp3	84938	128	1	515
411964	64	Bright.FM	2		http://www.bright.fm	90	0	http://94.23.235.114:8000/;stream.mp3	84953	128	1	488
411965	64	Radio Cristiana Evangelica Buenas Nuevas desde Houston, TX	2		http://www.LecturaBiblica.com	75	0	http://50.63.54.197:8080/;stream.mp3	84954	128	1	506
411985	64	Estereo Catolica	2		http://www.estereocatolica.com	80	0	http://96.44.147.34:7178/;stream.mp3	84967	128	1	531
411992	64	RADIO JESUS ES EL SENOR 93.1 FM SUB CARRIER	1		http://www.misionerosdejesus.org	80	0	http://96.44.147.34:7618/;stream.mp3	84970	40	1	209
411995	64	Music2vie	2		http://www.radio2vie.org	75	0	http://188.165.99.157:4520/;stream.mp3	84972	128	1	248
412001	87	Hit Radio (256 kbps)	2		http://www.hitradio.hu	80	0	http://194.38.107.133:8070/hitradio_high.mp3	84976	256	1	373
412006	64	PsalmsRadio - Malayalam	2		http://www.psalmsradio.com	75	0	http://159.253.145.180:7084/;stream.mp3	84979	128	1	407
412013	64	Radio2vie	2		http://www.radio2vie.org	80	0	http://188.165.99.158:5640/;stream.mp3	84983	128	1	368
412018	64	Despertai	2		http://www.despertai.org	85	0	http://91.121.91.172:8569/;stream.mp3	84985	128	1	485
412019	64	Radio Libertad 100.9 FM	1		http://www.radioways.com	75	0	http://174.123.30.146:8136/;stream.mp3	84986	128	1	504
412020	64	ISAAC 98.1	1		http://www.isaac981.com	80	0	http://63.251.159.243:38702/;stream.mp3	84987	128	1	521
